timestamp,time,temperature,target_temp,kp,ki,kd,control_period,max_duty,pid_output,error,integral_error,derivative_error,heat_input,heat_loss
1759174032571,2025-09-30 03:27:12.571,20.03,25.0,1.0,0.08,0.05,100,100,14.96,6.96,100.0,0.17,0.224,-0.079
1759174037571,2025-09-30 03:27:17.571,20.88,25.0,1.0,0.08,0.05,100,100,12.95,4.97,100.0,-0.4,0.194,-0.039
1759174042571,2025-09-30 03:27:22.571,20.64,25.0,1.0,0.08,0.05,100,100,12.11,4.12,100.0,-0.17,0.182,-0.022
1759174047571,2025-09-30 03:27:27.571,21.68,25.0,1.0,0.08,0.05,100,100,12.36,4.36,100.0,0.05,0.185,-0.027
1759174052571,2025-09-30 03:27:32.571,22.8,25.0,1.0,0.08,0.05,100,100,11.31,3.32,100.0,-0.21,0.17,-0.006
1759174057571,2025-09-30 03:27:37.571,22.75,25.0,1.0,0.08,0.05,100,100,10.18,2.2,100.0,-0.22,0.153,0.016
1759174062571,2025-09-30 03:27:42.571,22.57,25.0,1.0,0.08,0.05,100,100,10.25,2.25,100.0,0.01,0.154,0.015
1759174067571,2025-09-30 03:27:47.571,22.21,25.0,1.0,0.08,0.05,100,100,10.43,2.43,100.0,0.04,0.156,0.011
1759174072571,2025-09-30 03:27:52.571,22.42,25.0,1.0,0.08,0.05,100,100,10.79,2.79,100.0,0.07,0.162,0.004
1759174077571,2025-09-30 03:27:57.571,24.6,25.0,1.0,0.08,0.05,100,100,10.58,2.58,100.0,-0.04,0.159,0.008
1759174082571,2025-09-30 03:28:02.571,24.84,25.0,1.0,0.08,0.05,100,100,8.38,0.4,100.0,-0.44,0.126,0.052
1759174087571,2025-09-30 03:28:07.571,26.48,25.0,1.0,0.08,0.05,100,100,8.15,0.16,100.0,-0.05,0.122,0.057
1759174092571,2025-09-30 03:28:12.571,23.37,25.0,1.0,0.08,0.05,100,100,5.91,-1.48,92.59,-0.33,0.089,0.09
1759174097571,2025-09-30 03:28:17.571,21.66,25.0,1.0,0.08,0.05,100,100,9.66,1.63,100.0,0.62,0.145,0.027
1759174102571,2025-09-30 03:28:22.571,19.9,25.0,1.0,0.08,0.05,100,100,11.36,3.34,100.0,0.34,0.17,-0.007
1759174107571,2025-09-30 03:28:27.571,18.87,25.0,1.0,0.08,0.05,100,100,13.12,5.1,100.0,0.35,0.197,-0.042
1759174112571,2025-09-30 03:28:32.571,20.41,25.0,1.0,0.08,0.05,100,100,14.14,6.13,100.0,0.21,0.212,-0.063
1759174117571,2025-09-30 03:28:37.571,24.04,25.0,1.0,0.08,0.05,100,100,12.58,4.59,100.0,-0.31,0.189,-0.032
1759174122571,2025-09-30 03:28:42.571,23.28,25.0,1.0,0.08,0.05,100,100,8.93,0.96,100.0,-0.73,0.134,0.041
1759174127571,2025-09-30 03:28:47.571,21.83,25.0,1.0,0.08,0.05,100,100,9.72,1.72,100.0,0.15,0.146,0.026
1759174132571,2025-09-30 03:28:52.571,20.7,25.0,1.0,0.08,0.05,100,100,11.19,3.17,100.0,0.29,0.168,-0.003
1759174137571,2025-09-30 03:28:57.571,16.87,25.0,1.0,0.08,0.05,100,100,12.32,4.3,100.0,0.23,0.185,-0.026
1759174142571,2025-09-30 03:29:02.571,18.23,25.0,1.0,0.08,0.05,100,100,16.16,8.13,100.0,0.76,0.242,-0.103
1759174147571,2025-09-30 03:29:07.571,17.28,25.0,1.0,0.08,0.05,100,100,14.76,6.77,100.0,-0.27,0.221,-0.075
1759174152571,2025-09-30 03:29:12.571,17.5,25.0,1.0,0.08,0.05,100,100,15.73,7.72,100.0,0.19,0.236,-0.094
1759174157571,2025-09-30 03:29:17.571,19.09,25.0,1.0,0.08,0.05,100,100,15.5,7.5,100.0,-0.04,0.232,-0.09
1759174162571,2025-09-30 03:29:22.571,20.56,25.0,1.0,0.08,0.05,100,100,13.89,5.91,100.0,-0.32,0.208,-0.058
1759174167571,2025-09-30 03:29:27.571,18.85,25.0,1.0,0.08,0.05,100,100,12.42,4.44,100.0,-0.29,0.186,-0.029
1759174172571,2025-09-30 03:29:32.571,20.66,25.0,1.0,0.08,0.05,100,100,14.16,6.15,100.0,0.34,0.212,-0.063
1759174177571,2025-09-30 03:29:37.571,19.55,25.0,1.0,0.08,0.05,100,100,12.32,4.34,100.0,-0.36,0.185,-0.027
1759174182571,2025-09-30 03:29:42.571,20.75,25.0,1.0,0.08,0.05,100,100,13.47,5.45,100.0,0.22,0.202,-0.049
1759174187571,2025-09-30 03:29:47.571,20.27,25.0,1.0,0.08,0.05,100,100,12.24,4.25,100.0,-0.24,0.184,-0.025
1759174192571,2025-09-30 03:29:52.571,21.46,25.0,1.0,0.08,0.05,100,100,12.73,4.73,100.0,0.1,0.191,-0.035
1759174197571,2025-09-30 03:29:57.571,23.11,25.0,1.0,0.08,0.05,100,100,11.53,3.54,100.0,-0.24,0.173,-0.011
1759174202571,2025-09-30 03:30:02.571,24.47,25.0,1.0,0.08,0.05,100,100,9.87,1.89,100.0,-0.33,0.148,0.022
1759174207571,2025-09-30 03:30:07.571,25.16,25.0,1.0,0.08,0.05,100,100,8.51,0.53,100.0,-0.27,0.128,0.049
1759174212571,2025-09-30 03:30:12.571,24.62,25.0,1.0,0.08,0.05,100,100,7.77,-0.16,99.2,-0.14,0.117,0.063
1759174217571,2025-09-30 03:30:17.571,25.7,25.0,1.0,0.08,0.05,100,100,8.39,0.38,100.0,0.11,0.126,0.052
1759174222571,2025-09-30 03:30:22.571,25.82,25.0,1.0,0.08,0.05,100,100,7.01,-0.7,96.5,-0.22,0.105,0.074
1759174227571,2025-09-30 03:30:27.571,23.11,25.0,1.0,0.08,0.05,100,100,6.56,-0.82,92.38,-0.03,0.098,0.076
1759174232571,2025-09-30 03:30:32.571,23.15,25.0,1.0,0.08,0.05,100,100,9.92,1.89,100.0,0.54,0.149,0.022
1759174237571,2025-09-30 03:30:37.571,20.04,25.0,1.0,0.08,0.05,100,100,9.85,1.85,100.0,-0.01,0.148,0.023
1759174242571,2025-09-30 03:30:42.571,19.38,25.0,1.0,0.08,0.05,100,100,12.99,4.96,100.0,0.62,0.195,-0.039
1759174247571,2025-09-30 03:30:47.571,20.71,25.0,1.0,0.08,0.05,100,100,13.62,5.62,100.0,0.13,0.204,-0.052
1759174252571,2025-09-30 03:30:52.571,20.21,25.0,1.0,0.08,0.05,100,100,12.27,4.29,100.0,-0.27,0.184,-0.026
1759174257571,2025-09-30 03:30:57.571,19.42,25.0,1.0,0.08,0.05,100,100,12.8,4.79,100.0,0.1,0.192,-0.036
1759174262571,2025-09-30 03:31:02.571,20.97,25.0,1.0,0.08,0.05,100,100,13.59,5.58,100.0,0.16,0.204,-0.052
1759174267571,2025-09-30 03:31:07.571,21.38,25.0,1.0,0.08,0.05,100,100,12.02,4.03,100.0,-0.31,0.18,-0.021
1759174272571,2025-09-30 03:31:12.571,24.24,25.0,1.0,0.08,0.05,100,100,11.62,3.62,100.0,-0.08,0.174,-0.012
1759174277571,2025-09-30 03:31:17.571,25.53,25.0,1.0,0.08,0.05,100,100,8.73,0.76,100.0,-0.57,0.131,0.045
1759174282571,2025-09-30 03:31:22.571,24.17,25.0,1.0,0.08,0.05,100,100,7.25,-0.53,97.37,-0.26,0.109,0.071
1759174287571,2025-09-30 03:31:27.571,24.75,25.0,1.0,0.08,0.05,100,100,8.85,0.83,100.0,0.27,0.133,0.043
1759174292571,2025-09-30 03:31:32.571,25.27,25.0,1.0,0.08,0.05,100,100,8.24,0.25,100.0,-0.12,0.124,0.055
1759174297571,2025-09-30 03:31:37.571,27.01,25.0,1.0,0.08,0.05,100,100,7.62,-0.27,98.65,-0.1,0.114,0.065
1759174302571,2025-09-30 03:31:42.571,25.89,25.0,1.0,0.08,0.05,100,100,5.07,-2.01,88.62,-0.35,0.076,0.1
1759174307571,2025-09-30 03:31:47.571,25.95,25.0,1.0,0.08,0.05,100,100,5.85,-0.89,84.16,0.22,0.088,0.078
1759174312571,2025-09-30 03:31:52.571,27.29,25.0,1.0,0.08,0.05,100,100,5.4,-0.95,79.41,-0.01,0.081,0.079
1759174317571,2025-09-30 03:31:57.571,28.78,25.0,1.0,0.08,0.05,100,100,3.14,-2.29,67.97,-0.27,0.047,0.106
1759174322571,2025-09-30 03:32:02.571,30.18,25.0,1.0,0.08,0.05,100,100,0.13,-3.78,49.08,-0.3,0.002,0.136
1759174327571,2025-09-30 03:32:07.571,30.36,25.0,1.0,0.08,0.05,100,100,-3.34,-5.18,23.18,-0.28,0.0,0.164
1759174332571,2025-09-30 03:32:12.571,29.14,25.0,1.0,0.08,0.05,100,100,-5.65,-5.36,-3.63,-0.04,0.0,0.167
1759174337571,2025-09-30 03:32:17.571,26.61,25.0,1.0,0.08,0.05,100,100,-6.08,-4.14,-24.35,0.24,0.0,0.143
1759174342571,2025-09-30 03:32:22.571,27.63,25.0,1.0,0.08,0.05,100,100,-4.18,-1.61,-32.41,0.51,0.0,0.092
1759174347571,2025-09-30 03:32:27.571,28.71,25.0,1.0,0.08,0.05,100,100,-6.29,-2.63,-45.58,-0.2,0.0,0.113
1759174352571,2025-09-30 03:32:32.571,27.05,25.0,1.0,0.08,0.05,100,100,-8.85,-3.71,-64.13,-0.22,0.0,0.134
1759174357571,2025-09-30 03:32:37.571,26.37,25.0,1.0,0.08,0.05,100,100,-7.98,-2.05,-74.36,0.33,0.0,0.101
1759174362571,2025-09-30 03:32:42.571,27.48,25.0,1.0,0.08,0.05,100,100,-7.86,-1.37,-81.2,0.14,0.0,0.087
1759174367571,2025-09-30 03:32:47.571,28.2,25.0,1.0,0.08,0.05,100,100,-9.99,-2.48,-93.62,-0.22,0.0,0.11
1759174372571,2025-09-30 03:32:52.571,28.86,25.0,1.0,0.08,0.05,100,100,-11.21,-3.2,-100.0,-0.14,0.0,0.124
1759174377571,2025-09-30 03:32:57.571,25.69,25.0,1.0,0.08,0.05,100,100,-11.87,-3.86,-100.0,-0.13,0.0,0.137
1759174382571,2025-09-30 03:33:02.571,24.88,25.0,1.0,0.08,0.05,100,100,-8.66,-0.69,-100.0,0.63,0.0,0.074
1759174387571,2025-09-30 03:33:07.571,25.39,25.0,1.0,0.08,0.05,100,100,-7.83,0.12,-99.4,0.16,0.0,0.058
1759174392571,2025-09-30 03:33:12.571,27.82,25.0,1.0,0.08,0.05,100,100,-8.39,-0.39,-100.0,-0.1,0.0,0.068
1759174397571,2025-09-30 03:33:17.571,26.76,25.0,1.0,0.08,0.05,100,100,-10.84,-2.82,-100.0,-0.49,0.0,0.116
1759174402571,2025-09-30 03:33:22.571,23.17,25.0,1.0,0.08,0.05,100,100,-9.75,-1.76,-100.0,0.21,0.0,0.095
1759174407571,2025-09-30 03:33:27.571,24.71,25.0,1.0,0.08,0.05,100,100,-5.4,1.83,-90.85,0.72,0.0,0.023
1759174412571,2025-09-30 03:33:32.571,23.99,25.0,1.0,0.08,0.05,100,100,-6.87,0.29,-89.39,-0.31,0.0,0.054
1759174417571,2025-09-30 03:33:37.571,23.81,25.0,1.0,0.08,0.05,100,100,-5.72,1.01,-84.31,0.14,0.0,0.04
1759174422571,2025-09-30 03:33:42.571,21.32,25.0,1.0,0.08,0.05,100,100,-5.08,1.19,-78.39,0.03,0.0,0.036
1759174427571,2025-09-30 03:33:47.571,19.3,25.0,1.0,0.08,0.05,100,100,-1.1,3.68,-60.01,0.5,0.0,-0.014
1759174432571,2025-09-30 03:33:52.571,21.12,25.0,1.0,0.08,0.05,100,100,3.21,5.7,-31.49,0.41,0.048,-0.054
1759174437571,2025-09-30 03:33:57.571,24.26,25.0,1.0,0.08,0.05,100,100,2.9,3.88,-12.08,-0.36,0.043,-0.018
1759174442571,2025-09-30 03:34:02.571,25.37,25.0,1.0,0.08,0.05,100,100,0.04,0.74,-8.39,-0.63,0.001,0.045
1759174447571,2025-09-30 03:34:07.571,26.47,25.0,1.0,0.08,0.05,100,100,-1.2,-0.37,-10.25,-0.22,0.0,0.067
1759174452571,2025-09-30 03:34:12.571,25.65,25.0,1.0,0.08,0.05,100,100,-2.89,-1.47,-17.6,-0.22,0.0,0.089
1759174457571,2025-09-30 03:34:17.571,25.69,25.0,1.0,0.08,0.05,100,100,-2.31,-0.65,-20.84,0.16,0.0,0.073
1759174462571,2025-09-30 03:34:22.571,25.0,25.0,1.0,0.08,0.05,100,100,-2.63,-0.69,-24.28,-0.01,0.0,0.074
1759174467571,2025-09-30 03:34:27.571,24.21,25.0,1.0,0.08,0.05,100,100,-1.94,-0.0,-24.3,0.14,0.0,0.06
1759174472571,2025-09-30 03:34:32.571,22.57,25.0,1.0,0.08,0.05,100,100,-0.83,0.79,-20.36,0.16,0.0,0.044
1759174477571,2025-09-30 03:34:37.571,20.25,25.0,1.0,0.08,0.05,100,100,1.8,2.43,-8.19,0.33,0.027,0.011
1759174482571,2025-09-30 03:34:42.571,19.51,25.0,1.0,0.08,0.05,100,100,6.01,4.75,15.55,0.46,0.09,-0.035
1759174487571,2025-09-30 03:34:47.571,20.61,25.0,1.0,0.08,0.05,100,100,8.94,5.49,43.02,0.15,0.134,-0.05
1759174492571,2025-09-30 03:34:52.571,19.7,25.0,1.0,0.08,0.05,100,100,9.58,4.39,64.98,-0.22,0.144,-0.028
1759174497571,2025-09-30 03:34:57.571,18.51,25.0,1.0,0.08,0.05,100,100,12.63,5.3,91.49,0.18,0.189,-0.046
1759174502571,2025-09-30 03:35:02.571,16.24,25.0,1.0,0.08,0.05,100,100,14.5,6.49,100.0,0.24,0.217,-0.07
1759174507571,2025-09-30 03:35:07.571,13.97,25.0,1.0,0.08,0.05,100,100,16.78,8.76,100.0,0.45,0.252,-0.115
1759174512571,2025-09-30 03:35:12.571,15.47,25.0,1.0,0.08,0.05,100,100,19.05,11.03,100.0,0.45,0.286,-0.161
1759174517571,2025-09-30 03:35:17.571,15.17,25.0,1.0,0.08,0.05,100,100,17.51,9.53,100.0,-0.3,0.263,-0.131
1759174522571,2025-09-30 03:35:22.571,13.26,25.0,1.0,0.08,0.05,100,100,17.83,9.83,100.0,0.06,0.267,-0.137
1759174527571,2025-09-30 03:35:27.571,14.61,25.0,1.0,0.08,0.05,100,100,19.76,11.74,100.0,0.38,0.296,-0.175
1759174532571,2025-09-30 03:35:32.571,16.74,25.0,1.0,0.08,0.05,100,100,18.38,10.39,100.0,-0.27,0.276,-0.148
1759174537571,2025-09-30 03:35:37.571,15.75,25.0,1.0,0.08,0.05,100,100,16.24,8.26,100.0,-0.43,0.244,-0.105
1759174542571,2025-09-30 03:35:42.571,15.44,25.0,1.0,0.08,0.05,100,100,17.26,9.25,100.0,0.2,0.259,-0.125
1759174547571,2025-09-30 03:35:47.571,13.49,25.0,1.0,0.08,0.05,100,100,17.57,9.56,100.0,0.06,0.263,-0.131
1759174552571,2025-09-30 03:35:52.571,14.42,25.0,1.0,0.08,0.05,100,100,19.53,11.51,100.0,0.39,0.293,-0.17
1759174557571,2025-09-30 03:35:57.571,12.95,25.0,1.0,0.08,0.05,100,100,18.58,10.58,100.0,-0.18,0.279,-0.152
1759174562571,2025-09-30 03:36:02.571,13.12,25.0,1.0,0.08,0.05,100,100,20.06,12.05,100.0,0.29,0.301,-0.181
1759174567571,2025-09-30 03:36:07.571,12.68,25.0,1.0,0.08,0.05,100,100,19.88,11.88,100.0,-0.03,0.298,-0.178
1759174572571,2025-09-30 03:36:12.571,12.95,25.0,1.0,0.08,0.05,100,100,20.32,12.32,100.0,0.09,0.305,-0.186
1759174577571,2025-09-30 03:36:17.571,12.52,25.0,1.0,0.08,0.05,100,100,20.05,12.05,100.0,-0.05,0.301,-0.181
1759174582571,2025-09-30 03:36:22.571,10.9,25.0,1.0,0.08,0.05,100,100,20.48,12.48,100.0,0.09,0.307,-0.19
1759174587571,2025-09-30 03:36:27.571,11.46,25.0,1.0,0.08,0.05,100,100,22.12,14.1,100.0,0.32,0.332,-0.222
1759174592571,2025-09-30 03:36:32.571,13.3,25.0,1.0,0.08,0.05,100,100,21.53,13.54,100.0,-0.11,0.323,-0.211
1759174597571,2025-09-30 03:36:37.571,13.77,25.0,1.0,0.08,0.05,100,100,19.68,11.7,100.0,-0.37,0.295,-0.174
1759174602571,2025-09-30 03:36:42.571,15.55,25.0,1.0,0.08,0.05,100,100,19.22,11.23,100.0,-0.09,0.288,-0.165
1759174607571,2025-09-30 03:36:47.571,15.45,25.0,1.0,0.08,0.05,100,100,17.43,9.45,100.0,-0.36,0.261,-0.129
1759174612571,2025-09-30 03:36:52.571,15.56,25.0,1.0,0.08,0.05,100,100,17.55,9.55,100.0,0.02,0.263,-0.131
1759174617571,2025-09-30 03:36:57.571,13.85,25.0,1.0,0.08,0.05,100,100,17.44,9.44,100.0,-0.02,0.262,-0.129
1759174622571,2025-09-30 03:37:02.571,12.48,25.0,1.0,0.08,0.05,100,100,19.16,11.15,100.0,0.34,0.287,-0.163
1759174627571,2025-09-30 03:37:07.571,9.51,25.0,1.0,0.08,0.05,100,100,20.53,12.52,100.0,0.27,0.308,-0.19
1759174632571,2025-09-30 03:37:12.571,8.06,25.0,1.0,0.08,0.05,100,100,23.52,15.49,100.0,0.59,0.353,-0.25
1759174637571,2025-09-30 03:37:17.571,10.91,25.0,1.0,0.08,0.05,100,100,24.95,16.94,100.0,0.29,0.374,-0.279
1759174642571,2025-09-30 03:37:22.571,11.25,25.0,1.0,0.08,0.05,100,100,22.06,14.09,100.0,-0.57,0.331,-0.222
1759174647571,2025-09-30 03:37:27.571,9.32,25.0,1.0,0.08,0.05,100,100,21.75,13.75,100.0,-0.07,0.326,-0.215
1759174652571,2025-09-30 03:37:32.571,10.11,25.0,1.0,0.08,0.05,100,100,23.7,15.68,100.0,0.38,0.355,-0.254
1759174657571,2025-09-30 03:37:37.571,10.66,25.0,1.0,0.08,0.05,100,100,22.89,14.89,100.0,-0.16,0.343,-0.238
1759174662571,2025-09-30 03:37:42.571,11.53,25.0,1.0,0.08,0.05,100,100,22.33,14.34,100.0,-0.11,0.335,-0.227
1759174667571,2025-09-30 03:37:47.571,12.41,25.0,1.0,0.08,0.05,100,100,21.46,13.47,100.0,-0.17,0.322,-0.209
1759174672571,2025-09-30 03:37:52.571,11.95,25.0,1.0,0.08,0.05,100,100,20.58,12.59,100.0,-0.18,0.309,-0.192
1759174677571,2025-09-30 03:37:57.571,14.08,25.0,1.0,0.08,0.05,100,100,21.05,13.05,100.0,0.09,0.316,-0.201
1759174682571,2025-09-30 03:38:02.571,13.67,25.0,1.0,0.08,0.05,100,100,18.9,10.92,100.0,-0.42,0.284,-0.158
1759174687571,2025-09-30 03:38:07.571,13.31,25.0,1.0,0.08,0.05,100,100,19.34,11.33,100.0,0.08,0.29,-0.167
1759174692571,2025-09-30 03:38:12.571,12.33,25.0,1.0,0.08,0.05,100,100,19.7,11.69,100.0,0.07,0.295,-0.174
1759174697571,2025-09-30 03:38:17.571,11.09,25.0,1.0,0.08,0.05,100,100,20.68,12.67,100.0,0.2,0.31,-0.193
1759174702571,2025-09-30 03:38:22.571,10.7,25.0,1.0,0.08,0.05,100,100,21.93,13.91,100.0,0.25,0.329,-0.218
1759174707571,2025-09-30 03:38:27.571,9.88,25.0,1.0,0.08,0.05,100,100,22.3,14.3,100.0,0.08,0.335,-0.226
1759174712571,2025-09-30 03:38:32.571,11.89,25.0,1.0,0.08,0.05,100,100,23.13,15.12,100.0,0.17,0.347,-0.242
1759174717571,2025-09-30 03:38:37.571,12.27,25.0,1.0,0.08,0.05,100,100,21.09,13.11,100.0,-0.4,0.316,-0.202
1759174722571,2025-09-30 03:38:42.571,13.43,25.0,1.0,0.08,0.05,100,100,20.73,12.73,100.0,-0.07,0.311,-0.195
1759174727571,2025-09-30 03:38:47.571,12.97,25.0,1.0,0.08,0.05,100,100,19.56,11.57,100.0,-0.23,0.293,-0.171
1759174732571,2025-09-30 03:38:52.571,10.98,25.0,1.0,0.08,0.05,100,100,20.03,12.03,100.0,0.09,0.3,-0.181
1759174737571,2025-09-30 03:38:57.571,12.34,25.0,1.0,0.08,0.05,100,100,22.04,14.02,100.0,0.4,0.331,-0.22
1759174742571,2025-09-30 03:39:02.571,11.21,25.0,1.0,0.08,0.05,100,100,20.65,12.66,100.0,-0.27,0.31,-0.193
1759174747571,2025-09-30 03:39:07.571,10.1,25.0,1.0,0.08,0.05,100,100,21.8,13.79,100.0,0.23,0.327,-0.216
1759174752571,2025-09-30 03:39:12.571,9.97,25.0,1.0,0.08,0.05,100,100,22.91,14.9,100.0,0.22,0.344,-0.238
1759174757571,2025-09-30 03:39:17.571,10.16,25.0,1.0,0.08,0.05,100,100,23.03,15.03,100.0,0.03,0.346,-0.241
1759174762571,2025-09-30 03:39:22.571,8.49,25.0,1.0,0.08,0.05,100,100,22.83,14.84,100.0,-0.04,0.343,-0.237
1759174767571,2025-09-30 03:39:27.571,7.66,25.0,1.0,0.08,0.05,100,100,24.52,16.51,100.0,0.33,0.368,-0.27
1759174772571,2025-09-30 03:39:32.571,10.8,25.0,1.0,0.08,0.05,100,100,25.35,17.34,100.0,0.17,0.38,-0.287
1759174777571,2025-09-30 03:39:37.571,12.0,25.0,1.0,0.08,0.05,100,100,22.17,14.2,100.0,-0.63,0.333,-0.224
1759174782571,2025-09-30 03:39:42.571,13.0,25.0,1.0,0.08,0.05,100,100,20.99,13.0,100.0,-0.24,0.315,-0.2
1759174787571,2025-09-30 03:39:47.571,10.95,25.0,1.0,0.08,0.05,100,100,19.99,12.0,100.0,-0.2,0.3,-0.18
1759174792571,2025-09-30 03:39:52.571,13.15,25.0,1.0,0.08,0.05,100,100,22.07,14.05,100.0,0.41,0.331,-0.221
1759174797571,2025-09-30 03:39:57.571,9.67,25.0,1.0,0.08,0.05,100,100,19.83,11.85,100.0,-0.44,0.297,-0.177
1759174802571,2025-09-30 03:40:02.571,9.0,25.0,1.0,0.08,0.05,100,100,23.37,15.33,100.0,0.7,0.35,-0.247
1759174807571,2025-09-30 03:40:07.571,8.64,25.0,1.0,0.08,0.05,100,100,24.0,16.0,100.0,0.13,0.36,-0.26
1759174812571,2025-09-30 03:40:12.571,8.54,25.0,1.0,0.08,0.05,100,100,24.37,16.36,100.0,0.07,0.366,-0.267
1759174817571,2025-09-30 03:40:17.571,6.58,25.0,1.0,0.08,0.05,100,100,24.46,16.46,100.0,0.02,0.367,-0.269
1759174822571,2025-09-30 03:40:22.571,7.45,25.0,1.0,0.08,0.05,100,100,26.44,18.42,100.0,0.39,0.397,-0.308
1759174827571,2025-09-30 03:40:27.571,6.16,25.0,1.0,0.08,0.05,100,100,25.54,17.55,100.0,-0.18,0.383,-0.291
1759174832571,2025-09-30 03:40:32.571,6.13,25.0,1.0,0.08,0.05,100,100,26.86,18.84,100.0,0.26,0.403,-0.317
1759174837571,2025-09-30 03:40:37.571,4.56,25.0,1.0,0.08,0.05,100,100,26.87,18.87,100.0,0.01,0.403,-0.317
1759174842571,2025-09-30 03:40:42.571,7.05,25.0,1.0,0.08,0.05,100,100,28.46,20.44,100.0,0.31,0.427,-0.349
1759174847571,2025-09-30 03:40:47.571,6.65,25.0,1.0,0.08,0.05,100,100,25.92,17.95,100.0,-0.5,0.389,-0.299
1759174852571,2025-09-30 03:40:52.571,5.42,25.0,1.0,0.08,0.05,100,100,26.35,18.35,100.0,0.08,0.395,-0.307
1759174857571,2025-09-30 03:40:57.571,6.01,25.0,1.0,0.08,0.05,100,100,27.6,19.58,100.0,0.25,0.414,-0.332
1759174862571,2025-09-30 03:41:02.571,5.68,25.0,1.0,0.08,0.05,100,100,26.98,18.99,100.0,-0.12,0.405,-0.32
1759174867571,2025-09-30 03:41:07.571,7.27,25.0,1.0,0.08,0.05,100,100,27.32,19.32,100.0,0.07,0.41,-0.326
1759174872571,2025-09-30 03:41:12.571,9.04,25.0,1.0,0.08,0.05,100,100,25.72,17.73,100.0,-0.32,0.386,-0.295
1759174877571,2025-09-30 03:41:17.571,12.67,25.0,1.0,0.08,0.05,100,100,23.94,15.96,100.0,-0.36,0.359,-0.259
1759174882571,2025-09-30 03:41:22.571,12.57,25.0,1.0,0.08,0.05,100,100,20.29,12.33,100.0,-0.73,0.304,-0.187
1759174887571,2025-09-30 03:41:27.571,13.45,25.0,1.0,0.08,0.05,100,100,20.44,12.43,100.0,0.02,0.307,-0.189
1759174892571,2025-09-30 03:41:32.571,15.1,25.0,1.0,0.08,0.05,100,100,19.55,11.55,100.0,-0.18,0.293,-0.171
1759174897571,2025-09-30 03:41:37.571,15.95,25.0,1.0,0.08,0.05,100,100,17.88,9.9,100.0,-0.33,0.268,-0.138
1759174902571,2025-09-30 03:41:42.571,16.77,25.0,1.0,0.08,0.05,100,100,17.04,9.05,100.0,-0.17,0.256,-0.121
1759174907571,2025-09-30 03:41:47.571,16.62,25.0,1.0,0.08,0.05,100,100,16.23,8.23,100.0,-0.16,0.243,-0.105
1759174912571,2025-09-30 03:41:52.571,14.79,25.0,1.0,0.08,0.05,100,100,16.38,8.38,100.0,0.03,0.246,-0.108
1759174917571,2025-09-30 03:41:57.571,15.34,25.0,1.0,0.08,0.05,100,100,18.23,10.21,100.0,0.36,0.273,-0.144
1759174922571,2025-09-30 03:42:02.571,16.85,25.0,1.0,0.08,0.05,100,100,17.65,9.66,100.0,-0.11,0.265,-0.133
1759174927571,2025-09-30 03:42:07.571,16.13,25.0,1.0,0.08,0.05,100,100,16.13,8.15,100.0,-0.3,0.242,-0.103
1759174932571,2025-09-30 03:42:12.571,14.01,25.0,1.0,0.08,0.05,100,100,16.87,8.87,100.0,0.14,0.253,-0.117
1759174937571,2025-09-30 03:42:17.571,14.43,25.0,1.0,0.08,0.05,100,100,19.01,10.99,100.0,0.42,0.285,-0.16
1759174942571,2025-09-30 03:42:22.571,11.74,25.0,1.0,0.08,0.05,100,100,18.56,10.57,100.0,-0.08,0.278,-0.151
1759174947571,2025-09-30 03:42:27.571,12.77,25.0,1.0,0.08,0.05,100,100,21.29,13.26,100.0,0.54,0.319,-0.205
1759174952571,2025-09-30 03:42:32.571,11.36,25.0,1.0,0.08,0.05,100,100,20.22,12.23,100.0,-0.21,0.303,-0.185
1759174957571,2025-09-30 03:42:37.571,12.48,25.0,1.0,0.08,0.05,100,100,21.66,13.64,100.0,0.28,0.325,-0.213
1759174962571,2025-09-30 03:42:42.571,14.16,25.0,1.0,0.08,0.05,100,100,20.51,12.52,100.0,-0.22,0.308,-0.19
1759174967571,2025-09-30 03:42:47.571,14.14,25.0,1.0,0.08,0.05,100,100,18.82,10.84,100.0,-0.34,0.282,-0.157
1759174972571,2025-09-30 03:42:52.571,11.57,25.0,1.0,0.08,0.05,100,100,18.86,10.86,100.0,0.0,0.283,-0.157
1759174977571,2025-09-30 03:42:57.571,13.45,25.0,1.0,0.08,0.05,100,100,21.46,13.43,100.0,0.51,0.322,-0.209
1759174982571,2025-09-30 03:43:02.571,13.98,25.0,1.0,0.08,0.05,100,100,19.53,11.55,100.0,-0.38,0.293,-0.171
1759174987571,2025-09-30 03:43:07.571,14.05,25.0,1.0,0.08,0.05,100,100,19.01,11.02,100.0,-0.11,0.285,-0.16
1759174992571,2025-09-30 03:43:12.571,14.89,25.0,1.0,0.08,0.05,100,100,18.95,10.95,100.0,-0.01,0.284,-0.159
1759174997571,2025-09-30 03:43:17.571,14.95,25.0,1.0,0.08,0.05,100,100,18.1,10.11,100.0,-0.17,0.272,-0.142
1759175002571,2025-09-30 03:43:22.571,16.7,25.0,1.0,0.08,0.05,100,100,18.05,10.05,100.0,-0.01,0.271,-0.141
1759175007571,2025-09-30 03:43:27.571,14.93,25.0,1.0,0.08,0.05,100,100,16.28,8.3,100.0,-0.35,0.244,-0.106
1759175012571,2025-09-30 03:43:32.571,16.11,25.0,1.0,0.08,0.05,100,100,18.08,10.07,100.0,0.35,0.271,-0.141
